Genus,Species,Genus Specis,Common Name,Compound Name,Reference (Nature format)
Festuca,arizonica,Festuca arizonica,,meta-Tyrosine,"Bertin, C. et al. Grass roots chemistry: meta-tyrosine, an herbicidal nonprotein amino acid. Proc. Natl. Acad. Sci. U. S. A. 104, 16964-16969 (2007). https://doi.org/10.1073/pnas.0707198104"
Festuca,rubra (ssp. commutata),Festuca rubra (ssp. commutata),Chewing's fescue; Intrigue,meta-Tyrosine,"Bertin, C. et al. Grass roots chemistry: meta-tyrosine, an herbicidal nonprotein amino acid. Proc. Natl. Acad. Sci. U. S. A. 104, 16964-16969 (2007). https://doi.org/10.1073/pnas.0707198104"
Festuca,rubra (ssp. rubra),Festuca rubra (ssp. rubra),,meta-Tyrosine,"Bertin, C. et al. Grass roots chemistry: meta-tyrosine, an herbicidal nonprotein amino acid. Proc. Natl. Acad. Sci. U. S. A. 104, 16964-16969 (2007). https://doi.org/10.1073/pnas.0707198104"
Oenanthe,javanica,Oenanthe javanica,,meta-Tyrosine,"Liu, W.-J., Zeng, F.-X., Jiang, H. & Yu, H.-Q. Total recovery of nitrogen and phosphorus from three wetland plants by fast pyrolysis technology. Bioresource Technology 102, 3471-3479 (2011). https://doi.org/10.1016/j.biortech.2010.10.135"
Agropyron,Repens L. Beauv.,Agropyron Repens L. Beauv.,"Quackgrass, Couch-grass",5-Hydroxytryptophan,"Hagin, R. D. Isolation and Identification of 5-Hydroxyindole-3-acetic Acid and 5-Hydroxytryptophan, Major Allelopathic Aglycons in Quackgrass (Agropyron repens L. Beauv. Journal of Agricultural and Food Chemistry 37, 143 (1989). "
Chenopodium,quinoa,Chenopodium quinoa,,5-Hydroxytryptophan,"Liu, J. et al. Elucidating the Differentiation Synthesis Mechanisms of Differently Colored Resistance Quinoa Seedings Using Metabolite Profiling and Transcriptome Analysis. Metabolites 13, 1065 (2023). https://doi.org/10.3390/metabo13101065"
Griffonia,simplicifolia,Griffonia simplicifolia,,5-Hydroxytryptophan,"Bell, E. A. & Fellows, L. E. Occurrence of 5-hydroxy-L-tryptophan as a free plant amino acid. Nature (London, United Kingdom) 210, 529 (1966). https://doi.org/10.1038/210529a0"
Griffonia,simplicifolia,Griffonia simplicifolia,,5-Hydroxytryptophan,"Fellows, L. E. & Bell, E. A. 5-Hydroxy-L-tryptophan, 5-hydroxytryptamine, snd L-tryptophan-5-hydroxylase in Griffonia simplicifolia. Phytochemistry 9, 2389-2396 (1970). https://doi.org/10.1016/s0031-9422(00)85745-3"
Griffonia,simplicifolia,Griffonia simplicifolia,,5-Hydroxytryptophan,"Dwuma-Badu, D. et al. Constituents of West African medicinal plants. XVI. Griffonin and griffonilide, novel constituents of Griffonia simplicifolia. Lloydia 39, 385-390 (1976). "
Griffonia,simplicifolia,Griffonia simplicifolia,,5-Hydroxytryptophan,"Lemaire, P. A. & Adosraku, R. K. An HPLC method for the direct assay of the serotonin precursor, 5-hydroxytrophan, in seeds of Griffonia simplicifolia. Phytochemical Analysis 13, 333-337 (2002). https://doi.org/10.1002/pca.659"
Griffonia,simplicifolia,Griffonia simplicifolia,,5-Hydroxytryptophan,"Vigliante, I., Mannino, G. & Maffei, M. E. Chemical characterization and DNA fingerprinting of Griffonia simplicifolia Baill. Molecules 24, 1032 (2019). https://doi.org/10.3390/molecules24061032"
Griffonia,simplicifolia,Griffonia simplicifolia,,5-Hydroxytryptophan,"Giurleo, D. J. et al. 5-HTP (5-Hydroxy-L-tryptophan) Content and Antioxidant Capacities of Wild Griffonia simplicifolia Seed Populations from Ghana and Liberia. ACS Symposium Series 1361, 239-247 (2020). https://doi.org/10.1021/bk-2020-1361.ch011"
Griffonia,simplicifolia,Griffonia simplicifolia,,5-Hydroxytryptophan,"Mannino, G. et al. Biological Activity and Metabolomics of Griffonia simplicifolia Seeds Extracted with Different Methodologies. Antioxidants 12, 1709 (2023). https://doi.org/10.3390/antiox12091709"
Hypericum,perforatum,Hypericum perforatum,St. John's Wort,5-Hydroxytryptophan,"Murch, S. J., Krishuna Raj, S. & Saxena, P. K. Tryptophan is a precursor for melatonin and serotonin biosynthesis in in vitro regenerated St. John's wort (Hypericum perforatum L. cv. Anthos) plants. Plant Cell Reports 19, 698-704 (2000). "
Oryza,sativa (cv. Donigin),Oryza sativa (cv. Donigin),Rice,5-Hydroxytryptophan,"Byeon, Y., Park, S., Lee, H. Y., Kim, Y.-S. & Back, K. Elevated production of melatonin in transgenic rice seeds expressing rice tryptophan decarboxylase. Journal of Pineal Research 56, 275-282 (2014). https://doi.org/10.1111/jpi.12120"
,,,Soybean roasted,5-Hydroxytryptophan,"Vitalini, S. et al. LC-MS/MS-based profiling of tryptophan-related metabolites in healthy plant foods. Molecules 25, 311 (2020). https://doi.org/10.3390/molecules25020311"
,,,Hemp,5-Hydroxytryptophan,"Chen, Z. et al. Widely targeted metabolomics analysis reveals the major metabolites in the hemp seeds from the longevity village of Bama, China. Ind. Crops Prod. 206, 117661 (2023). https://doi.org/10.1016/j.indcrop.2023.117661"
Acacia,aneura,Acacia aneura,,Djenkolic Acid,"Seneviratne, A. S. & Fowden, L. The amino acids of the genus Acacia. Phytochemistry 7, 1039-1045 (1968). https://doi.org/10.1016/s0031-9422(00)88249-7"
Acacia,aneura,Acacia aneura,,Djenkolic Acid,"Evans, C. S., Qureshi, M. Y. & Bell, E. A. Free amino acids in the seeds of Acacia species. Phytochemistry 16, 565-570 (1977). https://doi.org/10.1016/0031-9422(77)80016-2"
Acacia,arabica,Acacia arabica,,Djenkolic Acid,"Evans, C. S., Qureshi, M. Y. & Bell, E. A. Free amino acids in the seeds of Acacia species. Phytochemistry 16, 565-570 (1977). https://doi.org/10.1016/0031-9422(77)80016-2"
Acacia,armata,Acacia armata,,Djenkolic Acid,"Seneviratne, A. S. & Fowden, L. The amino acids of the genus Acacia. Phytochemistry 7, 1039-1045 (1968). https://doi.org/10.1016/s0031-9422(00)88249-7"
Acacia,armata,Acacia armata,,Djenkolic Acid,"Evans, C. S., Qureshi, M. Y. & Bell, E. A. Free amino acids in the seeds of Acacia species. Phytochemistry 16, 565-570 (1977). https://doi.org/10.1016/0031-9422(77)80016-2"
Acacia,auriculiformis A. Cunn ex. Benth,Acacia auriculiformis A. Cunn ex. Benth,,Djenkolic Acid,"Piluk, J., Hartel, P. G., Haines, B. L. & Giannasi, D. E. Association of carbon disulfide with plants in the family Fabaceae. Journal of Chemical Ecology 27, 1525-1534 (2001). https://doi.org/10.1023/a:1010381629591"
Acacia,baileyana cv. purperea,Acacia baileyana cv. purperea,,Djenkolic Acid,"Piluk, J., Hartel, P. G., Haines, B. L. & Giannasi, D. E. Association of carbon disulfide with plants in the family Fabaceae. Journal of Chemical Ecology 27, 1525-1534 (2001). https://doi.org/10.1023/a:1010381629591"
Acacia,baileyana F. Muell,Acacia baileyana F. Muell,,Djenkolic Acid,"Piluk, J., Hartel, P. G., Haines, B. L. & Giannasi, D. E. Association of carbon disulfide with plants in the family Fabaceae. Journal of Chemical Ecology 27, 1525-1534 (2001). https://doi.org/10.1023/a:1010381629591"
Acacia,baileyana,Acacia baileyana,,Djenkolic Acid,"Adiamo, O. Q. et al. Domesticated Australian wattle seeds (Acacia species): nutritional values, techno-functional properties and toxicological assessments after roasting. Int. J. Food Sci. Technol. 59, 573-583 (2024). https://doi.org/10.1111/ijfs.16572"
Acacia,bidwilii,Acacia bidwilii,,Djenkolic Acid,"Seneviratne, A. S. & Fowden, L. The amino acids of the genus Acacia. Phytochemistry 7, 1039-1045 (1968). https://doi.org/10.1016/s0031-9422(00)88249-7"
,,,,,"Evans, C. S., Qureshi, M. Y. & Bell, E. A. Free amino acids in the seeds of Acacia species. Phytochemistry 16, 565-570 (1977). https://doi.org/10.1016/0031-9422(77)80016-2"
Acacia,brachybotrya Benth,Acacia brachybotrya Benth,,Djenkolic Acid,"Piluk, J., Hartel, P. G., Haines, B. L. & Giannasi, D. E. Association of carbon disulfide with plants in the family Fabaceae. Journal of Chemical Ecology 27, 1525-1534 (2001). https://doi.org/10.1023/a:1010381629591"
Acacia,browniana,Acacia browniana,,Djenkolic Acid,"Evans, C. S., Qureshi, M. Y. & Bell, E. A. Free amino acids in the seeds of Acacia species. Phytochemistry 16, 565-570 (1977). https://doi.org/10.1016/0031-9422(77)80016-2"
Acacia,caffra (Thunb.) Willd,Acacia caffra (Thunb.) Willd,,Djenkolic Acid,"Piluk, J., Hartel, P. G., Haines, B. L. & Giannasi, D. E. Association of carbon disulfide with plants in the family Fabaceae. Journal of Chemical Ecology 27, 1525-1534 (2001). https://doi.org/10.1023/a:1010381629591"
Acacia,colei,Acacia colei,,Djenkolic Acid,"Boughton, B. A., Reddy, P., Boland, M. P., Roessner, U. & Yates, P. Non-protein amino acids in Australian acacia seed: implications for food security and recommended processing methods to reduce djenkolic acid. Food Chem 179, 109-115 (2015). https://doi.org/10.1016/j.foodchem.2015.01.072"
Acacia,cyclocarpum (J.C. Wendl.) Willd.,Acacia cyclocarpum (J.C. Wendl.) Willd.,,Djenkolic Acid,"Piluk, J., Hartel, P. G., Haines, B. L. & Giannasi, D. E. Association of carbon disulfide with plants in the family Fabaceae. Journal of Chemical Ecology 27, 1525-1534 (2001). https://doi.org/10.1023/a:1010381629591"
Acacia,dealbata Link,Acacia dealbata Link,,Djenkolic Acid,"Piluk, J., Hartel, P. G., Haines, B. L. & Giannasi, D. E. Association of carbon disulfide with plants in the family Fabaceae. Journal of Chemical Ecology 27, 1525-1534 (2001). https://doi.org/10.1023/a:1010381629591"
Acacia,dealbata,Acacia dealbata,,Djenkolic Acid,"Seneviratne, A. S. & Fowden, L. The amino acids of the genus Acacia. Phytochemistry 7, 1039-1045 (1968). https://doi.org/10.1016/s0031-9422(00)88249-7"
Acacia,elacantha,Acacia elacantha,,Djenkolic Acid,"Boughton, B. A., Reddy, P., Boland, M. P., Roessner, U. & Yates, P. Non-protein amino acids in Australian acacia seed: implications for food security and recommended processing methods to reduce djenkolic acid. Food Chem 179, 109-115 (2015). https://doi.org/10.1016/j.foodchem.2015.01.072"
Acacia,elata A. Cunn. ex. Benth. ,Acacia elata A. Cunn. ex. Benth. ,,Djenkolic Acid,"Piluk, J., Hartel, P. G., Haines, B. L. & Giannasi, D. E. Association of carbon disulfide with plants in the family Fabaceae. Journal of Chemical Ecology 27, 1525-1534 (2001). https://doi.org/10.1023/a:1010381629591"
Acacia,farnesiana,Acacia farnesiana,,Djenkolic Acid,"Seneviratne, A. S. & Fowden, L. The amino acids of the genus Acacia. Phytochemistry 7, 1039-1045 (1968). https://doi.org/10.1016/s0031-9422(00)88249-7"
Acacia,farnesiana (L.) Willd.c ,Acacia farnesiana (L.) Willd.c ,,Djenkolic Acid,"Piluk, J., Hartel, P. G., Haines, B. L. & Giannasi, D. E. Association of carbon disulfide with plants in the family Fabaceae. Journal of Chemical Ecology 27, 1525-1534 (2001). https://doi.org/10.1023/a:1010381629591"
Acacia,floribunda (Vent.) Willd,Acacia floribunda (Vent.) Willd,,Djenkolic Acid,"Piluk, J., Hartel, P. G., Haines, B. L. & Giannasi, D. E. Association of carbon disulfide with plants in the family Fabaceae. Journal of Chemical Ecology 27, 1525-1534 (2001). https://doi.org/10.1023/a:1010381629591"
Acacia,georginae F.M. Bale,Acacia georginae F.M. Bale,,Djenkolic Acid,"Evans, C. S., Qureshi, M. Y. & Bell, E. A. Free amino acids in the seeds of Acacia species. Phytochemistry 16, 565-570 (1977). https://doi.org/10.1016/0031-9422(77)80016-2"
Acacia,georiginae,Acacia georiginae,,Djenkolic Acid,"Seneviratne, A. S. & Fowden, L. The amino acids of the genus Acacia. Phytochemistry 7, 1039-1045 (1968). https://doi.org/10.1016/s0031-9422(00)88249-7"
Acacia,giraffe,Acacia giraffe,,Djenkolic Acid,"Evans, C. S., Qureshi, M. Y. & Bell, E. A. Free amino acids in the seeds of Acacia species. Phytochemistry 16, 565-570 (1977). https://doi.org/10.1016/0031-9422(77)80016-2"
Acacia,glaucocarpa Maiden and Blakely,Acacia glaucocarpa Maiden and Blakely,,Djenkolic Acid,"Piluk, J., Hartel, P. G., Haines, B. L. & Giannasi, D. E. Association of carbon disulfide with plants in the family Fabaceae. Journal of Chemical Ecology 27, 1525-1534 (2001). https://doi.org/10.1023/a:1010381629591"
Acacia,hakeoides,Acacia hakeoides,,Djenkolic Acid,"Adiamo, O. Q. et al. Domesticated Australian wattle seeds (Acacia species): nutritional values, techno-functional properties and toxicological assessments after roasting. Int. J. Food Sci. Technol. 59, 573-583 (2024). https://doi.org/10.1111/ijfs.16572"
Acacia,karroo Hayne,Acacia karroo Hayne,,Djenkolic Acid,"Evans, C. S., Qureshi, M. Y. & Bell, E. A. Free amino acids in the seeds of Acacia species. Phytochemistry 16, 565-570 (1977). https://doi.org/10.1016/0031-9422(77)80016-2"
Acacia,longfolia ssp. Longifolia,Acacia longfolia ssp. Longifolia,,Djenkolic Acid,"Adiamo, O. Q. et al. Domesticated Australian wattle seeds (Acacia species): nutritional values, techno-functional properties and toxicological assessments after roasting. Int. J. Food Sci. Technol. 59, 573-583 (2024). https://doi.org/10.1111/ijfs.16572"
Acacia,longfolia ssp. Sophorae,Acacia longfolia ssp. Sophorae,,Djenkolic Acid,"Adiamo, O. Q. et al. Domesticated Australian wattle seeds (Acacia species): nutritional values, techno-functional properties and toxicological assessments after roasting. Int. J. Food Sci. Technol. 59, 573-583 (2024). https://doi.org/10.1111/ijfs.16572"
Acacia,longifolia,Acacia longifolia,,Djenkolic Acid,"Seneviratne, A. S. & Fowden, L. The amino acids of the genus Acacia. Phytochemistry 7, 1039-1045 (1968). https://doi.org/10.1016/s0031-9422(00)88249-7"
Acacia,longifolia,Acacia longifolia,,Djenkolic Acid,"Evans, C. S., Qureshi, M. Y. & Bell, E. A. Free amino acids in the seeds of Acacia species. Phytochemistry 16, 565-570 (1977). https://doi.org/10.1016/0031-9422(77)80016-2"
Acacia,macradenia Benth.,Acacia macradenia Benth.,,Djenkolic Acid,"Piluk, J., Hartel, P. G., Haines, B. L. & Giannasi, D. E. Association of carbon disulfide with plants in the family Fabaceae. Journal of Chemical Ecology 27, 1525-1534 (2001). https://doi.org/10.1023/a:1010381629591"
Acacia,microbotrya,Acacia microbotrya,,Djenkolic Acid,"Adiamo, O. Q. et al. Domesticated Australian wattle seeds (Acacia species): nutritional values, techno-functional properties and toxicological assessments after roasting. Int. J. Food Sci. Technol. 59, 573-583 (2024). https://doi.org/10.1111/ijfs.16572"
Acacia,melanoxylon R. Br.,Acacia melanoxylon R. Br.,,Djenkolic Acid,"Piluk, J., Hartel, P. G., Haines, B. L. & Giannasi, D. E. Association of carbon disulfide with plants in the family Fabaceae. Journal of Chemical Ecology 27, 1525-1534 (2001). https://doi.org/10.1023/a:1010381629591"
Acacia,mucronate H.L. Wendl. ,Acacia mucronate H.L. Wendl. ,,Djenkolic Acid,"Piluk, J., Hartel, P. G., Haines, B. L. & Giannasi, D. E. Association of carbon disulfide with plants in the family Fabaceae. Journal of Chemical Ecology 27, 1525-1534 (2001). https://doi.org/10.1023/a:1010381629591"
Acacia,nilotica,Acacia nilotica,,Djenkolic Acid,"Evans, C. S., Qureshi, M. Y. & Bell, E. A. Free amino acids in the seeds of Acacia species. Phytochemistry 16, 565-570 (1977). https://doi.org/10.1016/0031-9422(77)80016-2"
Acacia,nilotica (L.) Willd. ex. Del.,Acacia nilotica (L.) Willd. ex. Del.,,Djenkolic Acid,"Piluk, J., Hartel, P. G., Haines, B. L. & Giannasi, D. E. Association of carbon disulfide with plants in the family Fabaceae. Journal of Chemical Ecology 27, 1525-1534 (2001). https://doi.org/10.1023/a:1010381629591"
Acacia,nilotica var. tomentosa (Benth.) Brenan ,Acacia nilotica var. tomentosa (Benth.) Brenan ,,Djenkolic Acid,"Piluk, J., Hartel, P. G., Haines, B. L. & Giannasi, D. E. Association of carbon disulfide with plants in the family Fabaceae. Journal of Chemical Ecology 27, 1525-1534 (2001). https://doi.org/10.1023/a:1010381629591"
Acacia,pachyceras,Acacia pachyceras,,Djenkolic Acid,"Or, K. & Ward, D. The Effects of Seed Quality and Pipecolic and Djenkolic Acids on Bruchid Beetle Infestation in Water Deficit-Stressed Acacia Trees. Journal of Chemical Ecology 30, 2297-2307 (2004). https://doi.org/10.1023/b:joec.0000048790.85830.79"
Acacia,podalyriaefolia,Acacia podalyriaefolia,,Djenkolic Acid,"Seneviratne, A. S. & Fowden, L. The amino acids of the genus Acacia. Phytochemistry 7, 1039-1045 (1968). https://doi.org/10.1016/s0031-9422(00)88249-7"
Acacia,podalyriaefolia,Acacia podalyriaefolia,,Djenkolic Acid,"Evans, C. S., Qureshi, M. Y. & Bell, E. A. Free amino acids in the seeds of Acacia species. Phytochemistry 16, 565-570 (1977). https://doi.org/10.1016/0031-9422(77)80016-2"
Acacia,provincialis,Acacia provincialis,,Djenkolic Acid,"Adiamo, O. Q. et al. Domesticated Australian wattle seeds (Acacia species): nutritional values, techno-functional properties and toxicological assessments after roasting. Int. J. Food Sci. Technol. 59, 573-583 (2024). https://doi.org/10.1111/ijfs.16572"
Acacia,prunocarpa Tundale,Acacia prunocarpa Tundale,,Djenkolic Acid,"Evans, C. S., Qureshi, M. Y. & Bell, E. A. Free amino acids in the seeds of Acacia species. Phytochemistry 16, 565-570 (1977). https://doi.org/10.1016/0031-9422(77)80016-2"
Acacia,pycnantha,Acacia pycnantha,,Djenkolic Acid,"Adiamo, O. Q. et al. Domesticated Australian wattle seeds (Acacia species): nutritional values, techno-functional properties and toxicological assessments after roasting. Int. J. Food Sci. Technol. 59, 573-583 (2024). https://doi.org/10.1111/ijfs.16572"
Acacia,raddiana,Acacia raddiana,,Djenkolic Acid,"Or, K. & Ward, D. The Effects of Seed Quality and Pipecolic and Djenkolic Acids on Bruchid Beetle Infestation in Water Deficit-Stressed Acacia Trees. Journal of Chemical Ecology 30, 2297-2307 (2004). https://doi.org/10.1023/b:joec.0000048790.85830.79"
Acacia,retinodes,Acacia retinodes,,Djenkolic Acid,"Adiamo, O. Q. et al. Domesticated Australian wattle seeds (Acacia species): nutritional values, techno-functional properties and toxicological assessments after roasting. Int. J. Food Sci. Technol. 59, 573-583 (2024). https://doi.org/10.1111/ijfs.16572"
Acacia,saligna,Acacia saligna,,Djenkolic Acid,"Boughton, B. A., Reddy, P., Boland, M. P., Roessner, U. & Yates, P. Non-protein amino acids in Australian acacia seed: implications for food security and recommended processing methods to reduce djenkolic acid. Food Chem 179, 109-115 (2015). https://doi.org/10.1016/j.foodchem.2015.01.072"
